#
# This work is licensed under the Creative Commons 
# Attribution-NoDerivatives 4.0 International License. 
# To view a copy of this license, visit 
# http://creativecommons.org/licenses/by-nd/4.0/.
#
#     f (MHz)   A (dB m^2) 
    1.215e+09      -90.017
  1.21531e+09     -86.2705
  1.21562e+09     -84.8254
  1.21594e+09     -84.5359
  1.21625e+09     -84.4099
  1.21656e+09     -85.5642
  1.21688e+09     -86.0804
  1.21719e+09      -87.285
   1.2175e+09     -88.4312
  1.21781e+09     -90.1837
  1.21812e+09     -91.0065
  1.21844e+09     -90.7159
  1.21875e+09     -92.4142
  1.21906e+09      -92.182
  1.21938e+09     -91.8633
  1.21969e+09     -93.5293
     1.22e+09     -93.7243
  1.22031e+09     -94.0693
  1.22062e+09     -95.4214
  1.22094e+09      -94.192
  1.22125e+09     -94.9824
  1.22156e+09     -94.7851
  1.22188e+09     -93.9065
  1.22219e+09     -95.7849
   1.2225e+09     -94.7192
  1.22281e+09     -95.3237
  1.22312e+09     -98.6512
  1.22344e+09     -95.5937
  1.22375e+09     -94.6475
  1.22406e+09     -94.6209
  1.22438e+09     -94.6066
  1.22469e+09     -97.0931
    1.225e+09     -95.8331
  1.22531e+09     -94.3529
  1.22562e+09     -98.3061
  1.22594e+09     -96.5119
  1.22625e+09     -95.4877
  1.22656e+09     -95.9714
  1.22688e+09     -95.2929
  1.22719e+09     -96.6067
   1.2275e+09     -97.0962
  1.22781e+09     -94.8466
  1.22812e+09     -95.7755
  1.22844e+09     -96.7635
  1.22875e+09      -96.942
  1.22906e+09     -97.6417
  1.22938e+09     -96.8963
  1.22969e+09     -97.5926
     1.23e+09     -96.4672
  1.23031e+09     -97.2712
  1.23062e+09      -97.464
  1.23094e+09     -97.3763
  1.23125e+09     -98.1351
  1.23156e+09     -96.9532
  1.23188e+09     -94.8274
  1.23219e+09     -98.3858
   1.2325e+09     -97.9244
  1.23281e+09     -97.6593
  1.23312e+09     -98.4024
  1.23344e+09     -99.0891
  1.23375e+09     -98.4964
  1.23406e+09     -102.482
  1.23438e+09     -96.7933
  1.23469e+09     -102.196
    1.235e+09     -99.4394
  1.23531e+09      -99.888
  1.23562e+09     -101.014
  1.23594e+09     -97.0334
  1.23625e+09     -99.9346
  1.23656e+09     -103.031
  1.23688e+09     -104.397
  1.23719e+09     -99.1036
   1.2375e+09     -99.7619
  1.23781e+09     -100.318
  1.23812e+09      -102.95
  1.23844e+09     -99.6106
  1.23875e+09     -100.174
  1.23906e+09      -102.69
  1.23938e+09     -100.805
  1.23969e+09     -97.8478
     1.24e+09      -101.38
  1.24031e+09     -101.921
  1.24062e+09     -102.143
  1.24094e+09     -99.5494
  1.24125e+09     -98.6649
  1.24156e+09     -101.261
  1.24188e+09     -100.951
  1.24219e+09     -98.5347
   1.2425e+09     -100.016
  1.24281e+09     -97.6423
  1.24312e+09     -96.7036
  1.24344e+09     -99.0563
  1.24375e+09     -102.911
  1.24406e+09     -105.192
  1.24438e+09     -103.403
  1.24469e+09     -102.411
    1.245e+09     -100.773
  1.24531e+09     -98.2558
  1.24562e+09     -101.156
  1.24594e+09     -99.5633
  1.24625e+09     -101.405
  1.24656e+09     -101.595
  1.24688e+09     -106.701
  1.24719e+09     -107.346
   1.2475e+09     -89.1059
  1.24781e+09     -98.6923
  1.24812e+09     -100.433
  1.24844e+09     -99.9692
  1.24875e+09     -98.9168
  1.24906e+09     -101.147
  1.24938e+09     -100.172
  1.24969e+09     -101.587
     1.25e+09     -101.113
  1.25031e+09     -101.703
  1.25062e+09     -100.957
  1.25094e+09     -105.193
  1.25125e+09     -104.634
  1.25156e+09     -101.286
  1.25188e+09     -99.6623
  1.25219e+09     -104.978
   1.2525e+09     -98.6647
  1.25281e+09     -104.675
  1.25312e+09     -99.8332
  1.25344e+09     -102.915
  1.25375e+09     -101.642
  1.25406e+09     -97.4227
  1.25438e+09     -99.7467
  1.25469e+09     -103.139
    1.255e+09     -98.3687
  1.25531e+09     -97.5651
  1.25562e+09     -101.573
  1.25594e+09     -99.5017
