#
# AEG Box Test Suite by I. D. Flintoft, L. Dawson, J. F. Dawson and A. C. Marvin is 
# licensed under a Creative Commons Attribution 4.0 International License.
# Based on a work at https://bitbucket.org/uoyaeg/aegboxts.
#
# If you use or make derivatives of the test suite please attribute the original
# work to I. D. Flintoft, L. Dawson, J. F. Dawson and A. C. Marvin, Applied
# Electromagnetics Group, Department of Electronics, University of York, UK.
#
#     f (MHz)   A (dB m^2) 
  1.25125e+09     -46.6109
  1.25156e+09      -46.664
  1.25188e+09     -46.8103
  1.25219e+09     -46.9903
   1.2525e+09     -47.1515
  1.25281e+09     -47.2437
  1.25312e+09     -47.3654
  1.25344e+09     -47.4952
  1.25375e+09     -47.6331
  1.25406e+09     -47.7996
  1.25438e+09     -47.9272
  1.25469e+09     -48.0886
    1.255e+09     -48.1975
  1.25531e+09     -48.3516
  1.25562e+09     -48.4813
  1.25594e+09     -48.5975
  1.25625e+09     -48.6988
  1.25656e+09     -48.8282
  1.25688e+09     -48.9408
  1.25719e+09      -49.022
   1.2575e+09     -49.1463
  1.25781e+09     -49.1918
  1.25812e+09     -49.2761
  1.25844e+09     -49.4203
  1.25875e+09     -49.4534
  1.25906e+09     -49.5138
  1.25938e+09     -49.5182
  1.25969e+09     -49.5701
     1.26e+09     -49.6205
  1.26031e+09     -49.6614
  1.26062e+09     -49.6481
  1.26094e+09     -49.6868
  1.26125e+09     -49.7415
  1.26156e+09     -49.8025
  1.26188e+09     -49.7971
  1.26219e+09     -49.8483
   1.2625e+09      -49.862
  1.26281e+09     -49.8936
  1.26312e+09     -49.9346
  1.26344e+09     -49.9627
  1.26375e+09     -49.8679
  1.26406e+09     -49.9463
  1.26438e+09     -49.9137
  1.26469e+09     -49.8642
    1.265e+09     -49.8573
  1.26531e+09     -49.9488
  1.26562e+09     -49.8045
  1.26594e+09     -49.8599
  1.26625e+09     -49.7567
  1.26656e+09      -49.696
