#
# AEG Box Test Suite by I. D. Flintoft, L. Dawson, J. F. Dawson and A. C. Marvin is 
# licensed under a Creative Commons Attribution 4.0 International License.
# Based on a work at https://bitbucket.org/uoyaeg/aegboxts.
#
# If you use or make derivatives of the test suite please attribute the original
# work to I. D. Flintoft, L. Dawson, J. F. Dawson and A. C. Marvin, Applied
# Electromagnetics Group, Department of Electronics, University of York, UK.
#
#     f (MHz)   A (dB m^2) 
  1.19438e+09     -46.8852
  1.19469e+09     -46.9155
    1.195e+09     -46.9715
  1.19531e+09     -46.9911
  1.19562e+09     -47.0305
  1.19594e+09     -47.0669
  1.19625e+09     -47.1559
  1.19656e+09     -47.2591
  1.19688e+09        -47.3
  1.19719e+09     -47.3949
   1.1975e+09     -47.4475
  1.19781e+09     -47.4931
  1.19812e+09     -47.5939
  1.19844e+09     -47.6932
  1.19875e+09     -47.8011
  1.19906e+09     -47.8431
  1.19938e+09     -47.9746
  1.19969e+09     -48.0378
      1.2e+09     -48.0576
  1.20031e+09      -48.156
  1.20062e+09     -48.2145
  1.20094e+09     -48.3087
  1.20125e+09     -48.3393
  1.20156e+09       -48.38
  1.20188e+09     -48.4348
  1.20219e+09     -48.5472
   1.2025e+09     -48.5868
  1.20281e+09     -48.6209
  1.20312e+09     -48.6572
  1.20344e+09     -48.6168
  1.20375e+09     -48.6734
  1.20406e+09     -48.7037
  1.20438e+09     -48.7067
  1.20469e+09     -48.7791
    1.205e+09     -48.8417
  1.20531e+09      -48.858
  1.20562e+09     -48.8968
  1.20594e+09     -48.9167
  1.20625e+09     -48.8881
  1.20656e+09     -48.9917
  1.20688e+09     -48.9934
  1.20719e+09     -49.0697
   1.2075e+09     -49.1019
  1.20781e+09     -49.1795
  1.20812e+09     -49.1922
  1.20844e+09     -49.3049
  1.20875e+09     -49.3125
  1.20906e+09     -49.4292
  1.20938e+09      -49.491
  1.20969e+09     -49.4994
     1.21e+09     -49.6022
  1.21031e+09     -49.7228
  1.21062e+09     -49.7192
  1.21094e+09     -49.8389
  1.21125e+09     -49.8881
  1.21156e+09     -49.9707
  1.21188e+09     -50.0779
  1.21219e+09     -50.0699
   1.2125e+09     -50.1292
  1.21281e+09     -50.2398
  1.21312e+09      -50.366
  1.21344e+09     -50.3377
  1.21375e+09     -50.3827
  1.21406e+09     -50.4817
  1.21438e+09     -50.4953
  1.21469e+09     -50.5252
    1.215e+09     -50.5247
  1.21531e+09     -50.5848
  1.21562e+09     -50.6308
  1.21594e+09     -50.6298
  1.21625e+09     -50.6204
  1.21656e+09     -50.6665
  1.21688e+09     -50.6151
  1.21719e+09     -50.6974
   1.2175e+09     -50.7127
  1.21781e+09     -50.7914
  1.21812e+09     -50.7628
  1.21844e+09     -50.8156
  1.21875e+09     -50.7982
  1.21906e+09     -50.8081
  1.21938e+09     -50.8304
  1.21969e+09      -50.706
     1.22e+09     -50.8248
  1.22031e+09     -50.8078
  1.22062e+09     -50.9058
  1.22094e+09     -50.8661
  1.22125e+09     -51.0248
  1.22156e+09     -50.9734
  1.22188e+09     -51.0514
  1.22219e+09     -51.0367
   1.2225e+09     -51.1749
  1.22281e+09     -51.1273
  1.22312e+09      -51.259
  1.22344e+09     -51.3276
  1.22375e+09     -51.3506
  1.22406e+09     -51.4813
  1.22438e+09     -51.4764
  1.22469e+09     -51.4846
    1.225e+09     -51.5659
  1.22531e+09     -51.6866
  1.22562e+09     -51.6788
  1.22594e+09      -51.644
  1.22625e+09     -51.7205
  1.22656e+09     -51.7068
  1.22688e+09     -51.7311
  1.22719e+09     -51.7247
   1.2275e+09     -51.7767
  1.22781e+09     -51.8005
  1.22812e+09     -51.7707
  1.22844e+09     -51.6817
  1.22875e+09     -51.6844
  1.22906e+09     -51.5939
  1.22938e+09     -51.6191
  1.22969e+09     -51.6091
     1.23e+09      -51.622
  1.23031e+09     -51.5054
  1.23062e+09     -51.4842
  1.23094e+09     -51.3793
  1.23125e+09     -51.3979
  1.23156e+09     -51.2952
  1.23188e+09     -51.2842
  1.23219e+09     -51.2399
   1.2325e+09     -51.1834
  1.23281e+09     -51.1215
  1.23312e+09      -51.057
  1.23344e+09     -50.9629
  1.23375e+09      -51.001
  1.23406e+09     -50.8506
  1.23438e+09     -50.8296
  1.23469e+09     -50.7955
    1.235e+09     -50.7633
  1.23531e+09     -50.6771
  1.23562e+09     -50.6376
  1.23594e+09     -50.4903
  1.23625e+09     -50.5108
  1.23656e+09     -50.3837
  1.23688e+09     -50.2947
  1.23719e+09     -50.2402
   1.2375e+09     -50.1102
  1.23781e+09     -50.0106
  1.23812e+09     -49.9136
  1.23844e+09        -49.9
  1.23875e+09     -49.8197
  1.23906e+09     -49.6801
  1.23938e+09     -49.5792
  1.23969e+09     -49.5056
     1.24e+09     -49.5121
  1.24031e+09     -49.4257
  1.24062e+09     -49.4161
  1.24094e+09     -49.4028
  1.24125e+09     -49.4036
  1.24156e+09      -49.467
  1.24188e+09     -49.5513
  1.24219e+09     -49.5866
   1.2425e+09     -49.6858
  1.24281e+09     -49.9029
  1.24312e+09     -49.9888
  1.24344e+09      -50.115
  1.24375e+09     -50.2461
  1.24406e+09     -50.4827
  1.24438e+09     -50.6796
  1.24469e+09     -50.7845
    1.245e+09     -50.9566
  1.24531e+09     -51.1293
  1.24562e+09     -51.3702
  1.24594e+09      -51.573
  1.24625e+09     -51.7968
  1.24656e+09     -52.0231
  1.24688e+09      -52.258
  1.24719e+09     -52.5219
   1.2475e+09     -52.6624
  1.24781e+09     -52.8435
  1.24812e+09     -53.1478
  1.24844e+09     -53.2872
  1.24875e+09     -53.4375
  1.24906e+09     -53.6134
  1.24938e+09     -53.9077
  1.24969e+09     -53.9376
     1.25e+09     -54.1186
  1.25031e+09     -54.3668
  1.25062e+09     -54.4875
  1.25094e+09     -54.4852
  1.25125e+09     -54.5151
  1.25156e+09     -54.6052
  1.25188e+09     -54.7809
  1.25219e+09       -54.64
   1.2525e+09     -54.7656
  1.25281e+09     -54.8205
  1.25312e+09     -54.7054
  1.25344e+09      -54.809
  1.25375e+09      -54.688
  1.25406e+09     -54.6914
  1.25438e+09     -54.6678
  1.25469e+09     -54.5685
    1.255e+09     -54.4944
  1.25531e+09     -54.3476
  1.25562e+09     -54.3811
  1.25594e+09      -54.094
  1.25625e+09     -54.1668
  1.25656e+09     -54.0363
  1.25688e+09     -53.8814
  1.25719e+09     -53.7969
   1.2575e+09     -53.5693
  1.25781e+09     -53.5925
  1.25812e+09     -53.4174
  1.25844e+09     -53.2783
  1.25875e+09     -53.2124
  1.25906e+09     -53.0063
  1.25938e+09     -52.8914
  1.25969e+09     -52.7166
     1.26e+09     -52.6542
  1.26031e+09     -52.5101
  1.26062e+09     -52.4243
  1.26094e+09     -52.1505
  1.26125e+09     -51.9824
  1.26156e+09     -51.8737
  1.26188e+09     -51.6685
  1.26219e+09     -51.3957
   1.2625e+09     -51.2664
  1.26281e+09      -51.146
  1.26312e+09       -50.94
  1.26344e+09      -50.636
  1.26375e+09      -50.485
  1.26406e+09     -50.2762
  1.26438e+09     -50.0263
  1.26469e+09     -49.8149
    1.265e+09     -49.5728
  1.26531e+09     -49.2867
  1.26562e+09     -49.0793
  1.26594e+09     -48.7953
  1.26625e+09     -48.5798
  1.26656e+09     -48.3018
  1.26688e+09     -48.0616
  1.26719e+09     -47.8338
   1.2675e+09     -47.5872
  1.26781e+09     -47.3141
  1.26812e+09     -47.1025
  1.26844e+09      -46.835
  1.26875e+09     -46.6281
  1.26906e+09     -46.4291
  1.26938e+09     -46.2141
  1.26969e+09     -45.9821
     1.27e+09     -45.7914
  1.27031e+09     -45.5759
  1.27062e+09     -45.3994
  1.27094e+09     -45.1939
  1.27125e+09     -45.0697
