#
# This work is licensed under the Creative Commons 
# Attribution-NoDerivatives 4.0 International License. 
# To view a copy of this license, visit 
# http://creativecommons.org/licenses/by-nd/4.0/.
#
#     f (MHz)   A (dB m^2) 
     1.26e+09     -55.1288
  1.26031e+09     -55.0886
  1.26062e+09     -55.1916
  1.26094e+09     -55.2907
  1.26125e+09     -55.3124
  1.26156e+09     -55.2747
  1.26188e+09      -55.248
  1.26219e+09     -55.3845
   1.2625e+09     -55.1188
  1.26281e+09     -55.1523
  1.26312e+09     -55.0966
  1.26344e+09     -55.0832
  1.26375e+09     -55.0553
  1.26406e+09     -54.7792
  1.26438e+09     -54.5394
  1.26469e+09     -54.2729
    1.265e+09     -54.1434
  1.26531e+09     -53.8469
  1.26562e+09     -53.3215
  1.26594e+09     -53.0715
  1.26625e+09     -52.7264
  1.26656e+09     -52.2452
  1.26688e+09     -51.7937
  1.26719e+09      -51.356
   1.2675e+09     -50.8187
  1.26781e+09     -50.3755
  1.26812e+09      -49.834
  1.26844e+09     -49.3128
  1.26875e+09     -48.7231
  1.26906e+09     -48.2056
  1.26938e+09      -47.675
  1.26969e+09     -47.1477
     1.27e+09     -46.5566
  1.27031e+09     -46.0572
  1.27062e+09     -45.4148
  1.27094e+09       -44.89
  1.27125e+09     -44.3721
  1.27156e+09     -43.8164
  1.27188e+09       -43.26
  1.27219e+09     -42.7199
   1.2725e+09     -42.1725
  1.27281e+09     -41.6364
  1.27312e+09     -41.1171
  1.27344e+09     -40.5465
  1.27375e+09     -40.0422
  1.27406e+09     -39.5136
  1.27438e+09     -39.0002
  1.27469e+09     -38.4845
    1.275e+09      -38.013
  1.27531e+09     -37.5443
  1.27562e+09     -37.0793
  1.27594e+09      -36.662
  1.27625e+09     -36.2497
  1.27656e+09      -35.873
  1.27688e+09     -35.5245
  1.27719e+09     -35.2077
   1.2775e+09     -34.9343
  1.27781e+09     -34.6862
  1.27812e+09     -34.4874
  1.27844e+09     -34.3223
  1.27875e+09     -34.1861
  1.27906e+09     -34.0953
  1.27938e+09     -34.0348
  1.27969e+09     -33.9816
     1.28e+09     -33.9783
  1.28031e+09     -33.9777
  1.28062e+09     -33.9981
  1.28094e+09     -34.0526
  1.28125e+09     -34.1257
  1.28156e+09     -34.2057
  1.28188e+09     -34.2959
  1.28219e+09     -34.3981
   1.2825e+09     -34.5044
  1.28281e+09     -34.6152
  1.28312e+09     -34.7177
  1.28344e+09     -34.8333
  1.28375e+09     -34.9543
  1.28406e+09     -35.0623
  1.28438e+09     -35.1806
  1.28469e+09     -35.2875
    1.285e+09     -35.3843
  1.28531e+09     -35.4695
  1.28562e+09     -35.5621
