#
# This work is licensed under the Creative Commons 
# Attribution-NoDerivatives 4.0 International License. 
# To view a copy of this license, visit 
# http://creativecommons.org/licenses/by-nd/4.0/.
#
#     f (MHz)   A (dB m^2) 
  1.18219e+09     -101.061
   1.1825e+09     -99.5538
  1.18281e+09     -96.1437
  1.18312e+09     -98.1064
  1.18344e+09     -99.4189
  1.18375e+09     -100.575
  1.18406e+09     -96.9737
  1.18438e+09     -99.2922
  1.18469e+09      -101.98
    1.185e+09      -99.627
  1.18531e+09     -100.672
  1.18562e+09     -108.302
  1.18594e+09     -100.224
  1.18625e+09     -107.271
  1.18656e+09     -109.131
  1.18688e+09      -109.46
  1.18719e+09     -103.687
   1.1875e+09     -108.921
  1.18781e+09     -100.966
  1.18812e+09     -118.809
  1.18844e+09     -106.944
  1.18875e+09     -117.412
  1.18906e+09     -108.811
  1.18938e+09     -106.405
  1.18969e+09     -104.382
     1.19e+09     -108.282
  1.19031e+09     -107.196
  1.19062e+09      -109.82
  1.19094e+09     -104.219
  1.19125e+09      -113.05
  1.19156e+09     -107.216
  1.19188e+09     -112.427
  1.19219e+09     -108.654
   1.1925e+09     -103.749
  1.19281e+09     -101.498
  1.19312e+09     -103.225
  1.19344e+09     -107.606
  1.19375e+09     -100.842
  1.19406e+09     -110.162
  1.19438e+09     -102.486
  1.19469e+09      -99.523
    1.195e+09     -102.404
  1.19531e+09     -100.548
  1.19562e+09     -104.028
  1.19594e+09     -100.785
  1.19625e+09         -101
  1.19656e+09     -101.344
  1.19688e+09     -104.029
  1.19719e+09     -101.844
   1.1975e+09     -103.323
  1.19781e+09     -97.4199
  1.19812e+09     -101.101
  1.19844e+09     -100.673
  1.19875e+09     -98.1903
  1.19906e+09     -103.063
  1.19938e+09     -96.6206
  1.19969e+09     -100.008
      1.2e+09     -98.3858
  1.20031e+09     -99.0286
  1.20062e+09     -98.9272
  1.20094e+09     -100.881
  1.20125e+09     -97.9994
  1.20156e+09     -99.2526
  1.20188e+09     -98.8293
  1.20219e+09     -98.3051
   1.2025e+09      -97.301
  1.20281e+09     -98.1345
  1.20312e+09     -102.443
  1.20344e+09     -98.1596
  1.20375e+09     -100.451
  1.20406e+09     -100.219
  1.20438e+09     -102.698
  1.20469e+09     -98.8936
    1.205e+09     -100.704
  1.20531e+09     -98.5861
  1.20562e+09     -101.797
  1.20594e+09     -98.0025
  1.20625e+09     -100.266
  1.20656e+09     -100.456
  1.20688e+09     -101.956
  1.20719e+09     -99.8268
   1.2075e+09     -98.3256
  1.20781e+09     -100.632
  1.20812e+09     -97.9275
  1.20844e+09     -100.758
  1.20875e+09     -100.086
  1.20906e+09     -101.196
  1.20938e+09     -97.4895
  1.20969e+09     -97.5677
     1.21e+09     -97.1781
  1.21031e+09     -97.1918
  1.21062e+09     -98.6713
  1.21094e+09     -97.4368
  1.21125e+09     -98.9534
  1.21156e+09     -96.2106
  1.21188e+09     -96.4972
  1.21219e+09     -97.1406
   1.2125e+09     -98.3578
  1.21281e+09     -99.3682
  1.21312e+09     -97.1236
  1.21344e+09     -96.2836
  1.21375e+09     -95.8691
  1.21406e+09     -97.7783
  1.21438e+09       -96.02
  1.21469e+09     -95.8777
    1.215e+09     -99.5828
  1.21531e+09     -97.4943
  1.21562e+09      -94.866
  1.21594e+09     -98.3027
  1.21625e+09     -96.6036
  1.21656e+09     -97.8432
  1.21688e+09     -99.6813
  1.21719e+09      -96.899
   1.2175e+09     -99.6008
  1.21781e+09     -98.8871
  1.21812e+09     -99.3504
  1.21844e+09     -98.2137
  1.21875e+09     -98.4653
  1.21906e+09     -95.6126
  1.21938e+09     -99.8716
  1.21969e+09     -98.4043
     1.22e+09     -97.0544
  1.22031e+09     -95.2585
  1.22062e+09     -96.7196
  1.22094e+09     -96.8457
  1.22125e+09     -97.9664
  1.22156e+09     -98.0792
  1.22188e+09     -100.841
  1.22219e+09     -96.6818
   1.2225e+09     -97.2377
  1.22281e+09     -97.5345
  1.22312e+09     -95.8821
  1.22344e+09     -98.8542
  1.22375e+09      -96.926
  1.22406e+09     -95.8933
  1.22438e+09     -95.4663
  1.22469e+09     -95.6758
    1.225e+09     -97.1284
  1.22531e+09     -97.0077
  1.22562e+09     -98.9677
  1.22594e+09     -95.6268
  1.22625e+09     -96.8646
  1.22656e+09     -96.8618
  1.22688e+09     -101.088
  1.22719e+09     -97.9865
   1.2275e+09     -97.6151
  1.22781e+09     -94.3922
  1.22812e+09     -96.9304
  1.22844e+09     -97.2317
  1.22875e+09     -99.1801
  1.22906e+09     -98.2275
  1.22938e+09     -96.9838
  1.22969e+09     -97.1181
     1.23e+09     -99.4338
  1.23031e+09     -101.969
  1.23062e+09     -98.1429
  1.23094e+09     -98.5563
  1.23125e+09     -101.033
  1.23156e+09     -101.549
  1.23188e+09     -99.5657
  1.23219e+09     -102.683
   1.2325e+09     -103.263
  1.23281e+09     -99.8833
  1.23312e+09     -102.788
  1.23344e+09     -98.8633
  1.23375e+09     -101.593
  1.23406e+09       -101.3
  1.23438e+09     -106.957
  1.23469e+09     -102.311
    1.235e+09     -106.714
  1.23531e+09      -105.52
  1.23562e+09     -108.942
  1.23594e+09     -105.621
  1.23625e+09     -108.729
  1.23656e+09     -110.124
  1.23688e+09       -103.6
  1.23719e+09     -108.982
   1.2375e+09      -107.86
  1.23781e+09     -111.876
  1.23812e+09     -117.803
  1.23844e+09     -108.427
  1.23875e+09     -98.2004
  1.23906e+09     -107.787
  1.23938e+09     -103.271
  1.23969e+09     -105.675
     1.24e+09     -106.875
  1.24031e+09     -100.919
  1.24062e+09     -102.578
  1.24094e+09     -110.755
  1.24125e+09     -102.238
  1.24156e+09     -100.875
  1.24188e+09     -101.556
  1.24219e+09     -101.662
   1.2425e+09     -101.511
  1.24281e+09     -98.2053
  1.24312e+09     -99.6572
  1.24344e+09     -102.284
  1.24375e+09     -99.8786
  1.24406e+09      -105.31
  1.24438e+09      -97.937
  1.24469e+09     -104.465
    1.245e+09     -101.264
  1.24531e+09      -104.87
  1.24562e+09     -102.888
  1.24594e+09     -100.733
  1.24625e+09     -105.191
  1.24656e+09     -102.477
  1.24688e+09     -102.771
  1.24719e+09     -101.454
   1.2475e+09     -100.004
  1.24781e+09     -102.808
  1.24812e+09     -101.727
  1.24844e+09     -98.9393
  1.24875e+09     -103.772
  1.24906e+09      -101.14
  1.24938e+09     -105.259
  1.24969e+09     -109.548
     1.25e+09     -103.977
  1.25031e+09     -107.303
  1.25062e+09     -107.956
  1.25094e+09     -113.974
  1.25125e+09     -105.517
  1.25156e+09     -108.916
  1.25188e+09     -108.462
  1.25219e+09     -106.986
   1.2525e+09     -113.684
  1.25281e+09      -113.14
  1.25312e+09     -112.964
  1.25344e+09     -107.534
  1.25375e+09     -120.476
  1.25406e+09     -107.336
  1.25438e+09     -106.394
  1.25469e+09     -104.376
    1.255e+09     -107.007
  1.25531e+09     -110.544
  1.25562e+09     -108.218
  1.25594e+09     -113.719
  1.25625e+09     -119.817
  1.25656e+09     -110.192
  1.25688e+09     -108.839
  1.25719e+09     -105.121
   1.2575e+09      -107.89
  1.25781e+09     -112.336
  1.25812e+09     -114.946
  1.25844e+09     -118.585
  1.25875e+09     -111.433
  1.25906e+09      -105.65
  1.25938e+09     -107.703
  1.25969e+09     -100.683
     1.26e+09     -106.561
  1.26031e+09     -104.978
  1.26062e+09     -103.565
  1.26094e+09     -101.335
  1.26125e+09     -103.411
  1.26156e+09     -100.078
  1.26188e+09     -102.723
  1.26219e+09     -98.8566
   1.2625e+09     -100.452
  1.26281e+09     -101.914
  1.26312e+09     -101.408
  1.26344e+09     -105.025
  1.26375e+09     -102.706
  1.26406e+09     -105.069
  1.26438e+09     -98.5023
  1.26469e+09     -98.7764
    1.265e+09     -104.564
  1.26531e+09     -107.236
  1.26562e+09     -100.032
  1.26594e+09     -104.556
  1.26625e+09     -100.875
  1.26656e+09     -114.736
  1.26688e+09     -102.771
  1.26719e+09     -101.645
   1.2675e+09     -101.678
  1.26781e+09       -109.2
  1.26812e+09     -108.473
  1.26844e+09     -102.761
  1.26875e+09     -102.155
  1.26906e+09     -101.341
  1.26938e+09     -102.017
  1.26969e+09     -103.248
     1.27e+09     -105.158
  1.27031e+09     -103.858
  1.27062e+09     -101.387
  1.27094e+09     -104.854
  1.27125e+09     -100.697
  1.27156e+09     -98.6577
  1.27188e+09     -99.2743
  1.27219e+09     -104.294
   1.2725e+09     -101.157
  1.27281e+09     -102.784
  1.27312e+09     -110.128
  1.27344e+09     -104.355
  1.27375e+09     -98.9057
  1.27406e+09     -100.684
  1.27438e+09     -100.912
  1.27469e+09     -97.0881
    1.275e+09     -102.656
  1.27531e+09     -99.3011
  1.27562e+09     -100.961
  1.27594e+09     -100.651
  1.27625e+09     -101.645
  1.27656e+09      -104.36
  1.27688e+09     -104.431
  1.27719e+09     -102.913
   1.2775e+09     -103.909
  1.27781e+09     -101.214
  1.27812e+09     -101.987
  1.27844e+09     -102.981
  1.27875e+09     -100.605
  1.27906e+09     -95.7004
  1.27938e+09     -97.3001
  1.27969e+09      -91.822
     1.28e+09     -92.0626
  1.28031e+09     -91.1152
  1.28062e+09      -92.572
  1.28094e+09     -92.6411
  1.28125e+09      -91.589
  1.28156e+09     -91.2265
  1.28188e+09     -90.7197
  1.28219e+09     -91.6583
   1.2825e+09     -92.1051
  1.28281e+09     -92.2068
  1.28312e+09     -92.4977
  1.28344e+09     -91.3781
  1.28375e+09     -92.8196
  1.28406e+09     -92.4845
  1.28438e+09     -92.4548
  1.28469e+09     -92.8771
    1.285e+09     -93.0843
  1.28531e+09     -92.9563
  1.28562e+09      -93.617
  1.28594e+09     -92.4872
  1.28625e+09     -91.7624
  1.28656e+09     -93.9084
  1.28688e+09     -92.3618
  1.28719e+09     -93.5488
   1.2875e+09     -94.4836
  1.28781e+09      -94.852
  1.28812e+09     -93.5693
  1.28844e+09     -93.3749
  1.28875e+09      -93.875
  1.28906e+09     -94.7995
  1.28938e+09     -94.0792
  1.28969e+09      -93.531
     1.29e+09      -95.554
  1.29031e+09     -95.3981
  1.29062e+09     -96.9925
  1.29094e+09      -95.384
  1.29125e+09      -95.814
  1.29156e+09     -97.9427
  1.29188e+09     -97.3457
  1.29219e+09     -96.4912
   1.2925e+09     -97.9711
  1.29281e+09     -96.6722
